module,java_file,kind,java_name,rust_path
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayFundFlowResult.java,class,WxPayFundFlowResult,bean/result/wx_pay_fund_flow_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayMicropayResult.java,class,WxPayMicropayResult,bean/result/wx_pay_micropay_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayOrderCloseResult.java,class,WxPayOrderCloseResult,bean/result/wx_pay_order_close_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayOrderQueryResult.java,class,WxPayOrderQueryResult,bean/result/wx_pay_order_query_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayOrderQueryV3Result.java,class,WxPayOrderQueryV3Result,bean/result/wx_pay_order_query_v3_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayOrderReverseResult.java,class,WxPayOrderReverseResult,bean/result/wx_pay_order_reverse_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayOrderReverseV3Result.java,class,WxPayOrderReverseV3Result,bean/result/wx_pay_order_reverse_v3_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayPartnerOrderQueryV3Result.java,class,WxPayPartnerOrderQueryV3Result,bean/result/wx_pay_partner_order_query_v3_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayQueryExchangeRateResult.java,class,WxPayQueryExchangeRateResult,bean/result/wx_pay_query_exchange_rate_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRedpackQueryResult.java,class,WxPayRedpackQueryResult,bean/result/wx_pay_redpack_query_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRefundCouponInfo.java,class,WxPayRefundCouponInfo,bean/result/wx_pay_refund_coupon_info.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRefundPromotionDetail.java,class,WxPayRefundPromotionDetail,bean/result/wx_pay_refund_promotion_detail.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRefundQueryResult.java,class,WxPayRefundQueryResult,bean/result/wx_pay_refund_query_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRefundQueryV3Result.java,class,WxPayRefundQueryV3Result,bean/result/wx_pay_refund_query_v3_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRefundResult.java,class,WxPayRefundResult,bean/result/wx_pay_refund_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayRefundV3Result.java,class,WxPayRefundV3Result,bean/result/wx_pay_refund_v3_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPaySandboxSignKeyResult.java,class,WxPaySandboxSignKeyResult,bean/result/wx_pay_sandbox_sign_key_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPaySendMiniProgramRedpackResult.java,class,WxPaySendMiniProgramRedpackResult,bean/result/wx_pay_send_mini_program_redpack_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPaySendRedpackResult.java,class,WxPaySendRedpackResult,bean/result/wx_pay_send_redpack_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayShorturlResult.java,class,WxPayShorturlResult,bean/result/wx_pay_shorturl_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayUnifiedOrderResult.java,class,WxPayUnifiedOrderResult,bean/result/wx_pay_unified_order_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxPayUnifiedOrderV3Result.java,class,WxPayUnifiedOrderV3Result,bean/result/wx_pay_unified_order_v3_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxSignQueryResult.java,class,WxSignQueryResult,bean/result/wx_sign_query_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxSignStatusNotifyResult.java,class,WxSignStatusNotifyResult,bean/result/wx_sign_status_notify_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxTerminationContractResult.java,class,WxTerminationContractResult,bean/result/wx_termination_contract_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxWithholdNotifyResult.java,class,WxWithholdNotifyResult,bean/result/wx_withhold_notify_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxWithholdOrderQueryResult.java,class,WxWithholdOrderQueryResult,bean/result/wx_withhold_order_query_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/WxWithholdResult.java,class,WxWithholdResult,bean/result/wx_withhold_result.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/enums/GlobalTradeTypeEnum.java,enum,GlobalTradeTypeEnum,result/enums/global_trade_type_enum.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/result/enums/TradeTypeEnum.java,enum,TradeTypeEnum,result/enums/trade_type_enum.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/subscriptionbilling/BillingPlan.java,class,BillingPlan,bean/subscriptionbilling/billing_plan.rs
weixin-java-pay,com/github/binarywang/wxpay/bean/subscriptionbilling/SubscriptionAmount.java,class,SubscriptionAmount,bean/subscriptionbilling/subscription_amount.rs
