module,class,method,params,throws
weixin-java-cp,me.chanjar.weixin.cp.corpgroup.service.impl.WxCpLinkedCorpServiceImpl,getLinkedCorpSimpleUserList,"java.lang.String, me.chanjar.weixin.cp.bean.corpgroup.WxCpCorpGroupCorpGetTokenReq",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.corpgroup.service.impl.WxCpLinkedCorpServiceImpl,getLinkedCorpUserList,"java.lang.String, me.chanjar.weixin.cp.bean.corpgroup.WxCpCorpGroupCorpGetTokenReq",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.corpgroup.service.impl.WxCpLinkedCorpServiceImpl,getLinkedCorpDepartmentList,"java.lang.String, me.chanjar.weixin.cp.bean.corpgroup.WxCpCorpGroupCorpGetTokenReq",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageHandler,handle,"me.chanjar.weixin.cp.bean.message.WxCpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>, me.chanjar.weixin.cp.api.WxCpService, me.chanjar.weixin.common.session.WxSessionManager",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageInterceptor,intercept,"me.chanjar.weixin.cp.bean.message.WxCpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>, me.chanjar.weixin.cp.api.WxCpService, me.chanjar.weixin.common.session.WxSessionManager",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageMatcher,match,me.chanjar.weixin.cp.bean.message.WxCpXmlMessage,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,shutDownExecutorService,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,shutDownExecutorService,java.lang.Integer,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,setExecutorService,java.util.concurrent.ExecutorService,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,setMessageDuplicateChecker,me.chanjar.weixin.common.api.WxMessageDuplicateChecker,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,setSessionManager,me.chanjar.weixin.common.session.WxSessionManager,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,setExceptionHandler,me.chanjar.weixin.common.api.WxErrorExceptionHandler,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,rule,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,route,"me.chanjar.weixin.cp.bean.message.WxCpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>",
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouter,route,me.chanjar.weixin.cp.bean.message.WxCpXmlMessage,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,async,boolean,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,agentId,java.lang.Integer,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,msgType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,event,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,eventKey,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,eventKeyRegex,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,content,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,rContent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,fromUser,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,matcher,me.chanjar.weixin.cp.message.WxCpMessageMatcher,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,interceptor,me.chanjar.weixin.cp.message.WxCpMessageInterceptor,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,interceptor,"me.chanjar.weixin.cp.message.WxCpMessageInterceptor, me.chanjar.weixin.cp.message.WxCpMessageInterceptor...",
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,handler,me.chanjar.weixin.cp.message.WxCpMessageHandler,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,handler,"me.chanjar.weixin.cp.message.WxCpMessageHandler, me.chanjar.weixin.cp.message.WxCpMessageHandler...",
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,end,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,next,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getRouterBuilder,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,isAsync,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getFromUser,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getMsgType,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getEvent,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getEventKey,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getEventKeyRegex,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getContent,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getRContent,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getMatcher,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,isReEnter,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getAgentId,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getHandlers,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,getInterceptors,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setAsync,boolean,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setFromUser,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setMsgType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setEvent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setEventKey,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setEventKeyRegex,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setContent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setRContent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setMatcher,me.chanjar.weixin.cp.message.WxCpMessageMatcher,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setReEnter,boolean,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setAgentId,java.lang.Integer,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setHandlers,java.util.List<me.chanjar.weixin.cp.message.WxCpMessageHandler>,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,setInterceptors,java.util.List<me.chanjar.weixin.cp.message.WxCpMessageInterceptor>,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,equals,java.lang.Object,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,hashCode,,
weixin-java-cp,me.chanjar.weixin.cp.message.WxCpMessageRouterRule,toString,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageHandler,handle,"me.chanjar.weixin.cp.bean.message.WxCpTpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>, me.chanjar.weixin.cp.tp.service.WxCpTpService, me.chanjar.weixin.common.session.WxSessionManager",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageInterceptor,intercept,"me.chanjar.weixin.cp.bean.message.WxCpTpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>, me.chanjar.weixin.cp.tp.service.WxCpTpService, me.chanjar.weixin.common.session.WxSessionManager",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageMatcher,match,me.chanjar.weixin.cp.bean.message.WxCpTpXmlMessage,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,shutDownExecutorService,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,shutDownExecutorService,java.lang.Integer,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,setExecutorService,java.util.concurrent.ExecutorService,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,setMessageDuplicateChecker,me.chanjar.weixin.common.api.WxMessageDuplicateChecker,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,setSessionManager,me.chanjar.weixin.common.session.WxSessionManager,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,setExceptionHandler,me.chanjar.weixin.common.api.WxErrorExceptionHandler,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,rule,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,route,"java.lang.String, me.chanjar.weixin.cp.bean.message.WxCpTpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>",
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,route,"me.chanjar.weixin.cp.bean.message.WxCpTpXmlMessage, java.util.Map<java.lang.String, java.lang.Object>",
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouter,route,me.chanjar.weixin.cp.bean.message.WxCpTpXmlMessage,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,async,boolean,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,msgType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,event,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,infoType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,changeType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,matcher,me.chanjar.weixin.cp.tp.message.WxCpTpMessageMatcher,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,interceptor,me.chanjar.weixin.cp.tp.message.WxCpTpMessageInterceptor,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,interceptor,"me.chanjar.weixin.cp.tp.message.WxCpTpMessageInterceptor, me.chanjar.weixin.cp.tp.message.WxCpTpMessageInterceptor...",
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,handler,me.chanjar.weixin.cp.tp.message.WxCpTpMessageHandler,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,handler,"me.chanjar.weixin.cp.tp.message.WxCpTpMessageHandler, me.chanjar.weixin.cp.tp.message.WxCpTpMessageHandler...",
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,end,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,next,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getRouterBuilder,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,isAsync,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getFromUser,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getMsgType,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getEvent,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getEventKey,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getEventKeyRegex,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getContent,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getRContent,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getMatcher,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,isReEnter,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getAgentId,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getInfoType,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getChangeType,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getHandlers,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getInterceptors,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getSuiteId,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getAuthCode,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,getSuiteTicket,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setAsync,boolean,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setFromUser,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setMsgType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setEvent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setEventKey,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setEventKeyRegex,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setContent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setRContent,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setMatcher,me.chanjar.weixin.cp.tp.message.WxCpTpMessageMatcher,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setReEnter,boolean,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setAgentId,java.lang.Integer,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setInfoType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setChangeType,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setHandlers,java.util.List<me.chanjar.weixin.cp.tp.message.WxCpTpMessageHandler>,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setInterceptors,java.util.List<me.chanjar.weixin.cp.tp.message.WxCpTpMessageInterceptor>,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setSuiteId,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setAuthCode,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,setSuiteTicket,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,equals,java.lang.Object,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,hashCode,,
weixin-java-cp,me.chanjar.weixin.cp.tp.message.WxCpTpMessageRouterRule,toString,,
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpContactService,contactSearch,me.chanjar.weixin.cp.bean.WxCpTpContactSearch,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpCustomizedService,getTemplateList,,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpCustomizedService,getCustomizedAppDetail,"java.lang.String, java.lang.Integer",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpDepartmentService,create,me.chanjar.weixin.cp.bean.WxCpTpDepart,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpDepartmentService,list,"java.lang.Long, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpDepartmentService,update,me.chanjar.weixin.cp.bean.WxCpTpDepart,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpDepartmentService,delete,java.lang.Long,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpDepartmentService,list,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpEditionService,prolongTry,"java.lang.String, java.lang.Integer, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpIdConvertService,unionidToExternalUserid,"java.lang.String, java.lang.String, java.lang.String, java.lang.Integer",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpIdConvertService,externalTagId,"java.lang.String, java.lang.String...",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpIdConvertService,ConvertOpenKfId,"java.lang.String, java.lang.String...",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpIdConvertService,convertTmpExternalUserId,"java.lang.String, int, int, java.lang.String...",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,createNewOrder,me.chanjar.weixin.cp.bean.license.order.WxCpTpLicenseNewOrderRequest,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,createRenewOrderJob,me.chanjar.weixin.cp.bean.license.order.WxCpTpLicenseRenewOrderJobRequest,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,submitRenewOrder,me.chanjar.weixin.cp.bean.license.order.WxCpTpLicenseRenewOrderRequest,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,getOrderList,"java.lang.String, java.util.Date, java.util.Date, java.lang.String, int",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,getOrderInfo,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,getOrderAccountList,"java.lang.String, int, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,activeCode,"java.lang.String, java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,batchActiveCode,"java.lang.String, java.util.List<me.chanjar.weixin.cp.bean.license.WxCpTpLicenseActiveAccount>",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,getActiveInfoByCode,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,batchGetActiveInfoByCode,"java.util.Collection<java.lang.String>, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,getCorpAccountList,"java.lang.String, int, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,getActiveInfoByUser,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpLicenseService,batchTransferLicense,"java.lang.String, java.util.List<me.chanjar.weixin.cp.bean.license.WxCpTpLicenseTransfer>",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMediaService,upload,"java.lang.String, java.lang.String, java.io.InputStream, java.lang.String","me.chanjar.weixin.common.error.WxErrorException, java.io.IOException"
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMediaService,upload,"java.lang.String, java.io.File, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMediaService,uploadImg,"java.io.File, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMessageService,send,"me.chanjar.weixin.cp.bean.message.WxCpMessage, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMessageService,getStatistics,"int, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMessageService,sendLinkedCorpMessage,"me.chanjar.weixin.cp.bean.message.WxCpLinkedCorpMessage, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMessageService,sendSchoolContactMessage,"me.chanjar.weixin.cp.bean.message.WxCpSchoolContactMessage, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpMessageService,recall,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOAService,apply,"me.chanjar.weixin.cp.bean.oa.WxCpOaApplyEventRequest, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOAService,getTemplateDetail,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOAService,copyTemplate,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOAService,getApprovalDetail,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOAuth2Service,buildAuthorizeUrl,"java.lang.String, java.lang.String",
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOAuth2Service,buildAuthorizeUrl,"java.lang.String, java.lang.String, java.lang.String",
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOrderService,getOrder,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpOrderService,getOrderList,"java.util.Date, java.util.Date, java.lang.Integer",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,checkSignature,"java.lang.String, java.lang.String, java.lang.String, java.lang.String",
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteAccessToken,,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteAccessToken,boolean,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteAccessTokenEntity,,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteAccessTokenEntity,boolean,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteTicket,,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,setSuiteTicket,java.lang.String,
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteTicket,boolean,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,setSuiteTicket,"java.lang.String, int",
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteJsApiTicket,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getSuiteJsApiTicket,"java.lang.String, boolean",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,jsCode2Session,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getCorpToken,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getCorpToken,"java.lang.String, java.lang.String, boolean",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getPermanentCode,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getV2PermanentCode,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getPermanentCodeInfo,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getV2PermanentCodeInfo,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getPreAuthUrl,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getPreAuthUrl,"java.lang.String, java.lang.String, int",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getAuthInfo,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getAuthCorpJsApiTicket,java.lang.String,me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,getAuthCorpJsApiTicket,"java.lang.String, boolean",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,get,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,get,"java.lang.String, java.lang.String, boolean",me.chanjar.weixin.common.error.WxErrorException
weixin-java-cp,me.chanjar.weixin.cp.tp.service.WxCpTpService,post,"java.lang.String, java.lang.String",me.chanjar.weixin.common.error.WxErrorException
